FAMILY	n_DNA	n_LTR	n_SINE	n_LINE	freshwater	brackwater	saltwater	DNA	LINEs	LTR	SINEs	Simple	Total	TEs	DNA_frac	LINEs_frac	SINEs_frac	LTR_frac	bp	contig_bp	n50_contig	n50_scaffold	longest_scaffold	num_strs_unit20	mean_length_unit20	mean_length_sd_unit20	strs_bp_per_mbp_unit20	strs_corr_bp_per_mbp_unit20	strs_per_mbp_unit20	busco_complete_single	busco_complete_dup	busco_fragmented	busco_missing	snps	mnps	indels	complex	in_60	coverage	cegma_complete	cegma_partial	ca_coverage	snps_per_kbp	num_genes	strs_corr_bp_per_mbp_cds_unit20	num_strs_unit10	mean_length_unit10	mean_length_sd_unit10	strs_bp_per_mbp_unit10	strs_corr_bp_per_mbp_unit10	strs_per_mbp_unit10	strs_corr_bp_per_mbp_cds_unit10	indels_per_kbp	num_kogs	num_introns	mean_intron_size	std_intron_size	num_strs_filter_unit20	mean_length_filter_unit20	mean_length_sd_filter_unit20	strs_bp_per_mbp_filter_unit20	strs_corr_bp_per_mbp_filter_unit20	strs_per_mbp_filter_unit20	num_strs_unit10_1	mean_length_unit10_1	mean_length_sd_unit10_1	strs_bp_per_mbp_unit10_1	strs_corr_bp_per_mbp_unit10_1	strs_per_mbp_unit10_1	num_strs_unit10_2	mean_length_unit10_2	mean_length_sd_unit10_2	strs_bp_per_mbp_unit10_2	strs_corr_bp_per_mbp_unit10_2	strs_per_mbp_unit10_2	num_strs_unit10_3	mean_length_unit10_3	mean_length_sd_unit10_3	strs_bp_per_mbp_unit10_3	strs_corr_bp_per_mbp_unit10_3	strs_per_mbp_unit10_3	num_strs_unit10_4	mean_length_unit10_4	mean_length_sd_unit10_4	strs_bp_per_mbp_unit10_4	strs_corr_bp_per_mbp_unit10_4	strs_per_mbp_unit10_4	num_strs_unit10_5	mean_length_unit10_5	mean_length_sd_unit10_5	strs_bp_per_mbp_unit10_5	strs_corr_bp_per_mbp_unit10_5	strs_per_mbp_unit10_5	num_strs_unit10_6	mean_length_unit10_6	mean_length_sd_unit10_6	strs_bp_per_mbp_unit10_6	strs_corr_bp_per_mbp_unit10_6	strs_per_mbp_unit10_6	num_strs_unit10_7	mean_length_unit10_7	mean_length_sd_unit10_7	strs_bp_per_mbp_unit10_7	strs_corr_bp_per_mbp_unit10_7	strs_per_mbp_unit10_7	num_strs_unit10_8	mean_length_unit10_8	mean_length_sd_unit10_8	strs_bp_per_mbp_unit10_8	strs_corr_bp_per_mbp_unit10_8	strs_per_mbp_unit10_8	num_strs_unit10_9	mean_length_unit10_9	mean_length_sd_unit10_9	strs_bp_per_mbp_unit10_9	strs_corr_bp_per_mbp_unit10_9	strs_per_mbp_unit10_9	num_strs_unit10_10	mean_length_unit10_10	mean_length_sd_unit10_10	strs_bp_per_mbp_unit10_10	strs_corr_bp_per_mbp_unit10_10	strs_per_mbp_unit10_10	preqc_genome_size	strs_perc	scaled_bp	sum_strs_per_mbp_unit10	prop_class	log_strs	brood1_bin	water_bin	w_b	nTEs	nTEs_density	family_age	family_age_ln	family_richness	family_richness_ln	div_rate_e0_family	div_rate_e5_family	div_rate_e9_family
Osmeridae	137369.0	20371.0	2436.0	41354.0	1.0	1.0	1.0	5.93	1.23	1.79	0.09	3.37	13.66	9.04	0.6559734513274337	0.13606194690265488	0.00995575221238938	0.19800884955752215	342758722.0	342019931.0	4524.0	6820.0	101519.0	307614.0	41.56	49.15	35603.9	35680.8	899.456	2071.0	71.0	760.0	867.0	666136.0	30007.0	102650.0	64145.0	1.0	25.7965	175.0	220.0	19.16	1.94765	24497.0	8517.91	266596.0	34.87	36.05	26221.3	26278.0	779.52	3945.82	0.300129	409.0	2992.0	270.52099999999996	227.44099999999997	213442.0	41.63	47.54	24946.7	28654.1	624.099	15307.0	20.59	16.07	919.53	921.51	44.7573	179961.0	33.94	32.32	17814.5	17853.0	526.202	10503.0	26.06	25.18	796.67	798.39	30.7105	17729.0	32.6	31.78	1674.73	1678.35	51.8392	5531.0	38.0	45.38	604.04	605.35	16.1725	7242.0	34.93	37.68	733.54	735.12	21.1754	3333.0	45.17	50.33	434.62	435.56	9.745610000000001	9779.0	48.57	51.92	1368.85	1371.8	28.5936	4609.0	47.72	54.41	635.32	636.69	13.4766	12602.0	56.56	60.92	2034.21	2038.6	36.848	446475916.0	2.62213	-0.9750634512635569	27016.009999999995	0.6617862371888725	4.418654219346086	0.0			201530.0	587.9646149456702	34.3625	3.536965853	14.0	2.63905733	0.076800504	0.058636683	0.024238898
Osteoglossidae	394352.0	103074.0	23327.0	52609.0	1.0	0.0	0.0	8.5	3.29	1.72	0.44	1.25	19.44	13.95	0.6093189964157706	0.23584229390681005	0.031541218637992835	0.12329749103942653	708403365.0	688202985.0	3704.0	58849.0	616488.0	349318.0	23.89	11.52	11728.0	12072.9	493.38699999999994	3103.0	226.0	316.0	279.0	0.0	0.0	0.0	0.0	0.0	0.0	233.0	241.0	0.0	0.0	26100.0	2212.5	337838.0	23.47	9.9	11152.7	11480.7	477.17199999999997	1875.82	0.0	441.0	3908.0	471.92400000000004	462.009	349318.0	23.89	11.52	11728.0	12072.9	493.38699999999994	93667.0	17.4	5.48	2300.57	2368.23	132.298	132890.0	25.34	7.83	4750.67	4890.38	187.69799999999998	35437.0	25.67	8.89	1280.46	1318.12	50.0523	34069.0	26.71	12.28	1281.45	1319.13	48.1201	10432.0	25.21	12.43	369.98	380.86	14.7345	10939.0	26.55	18.6	409.21	421.24	15.4506	3590.0	25.07	12.43	126.8	130.53	5.07062	6210.0	26.05	12.83	227.62	234.31	8.771189999999999	4287.0	27.48	12.94	166.01	170.89	6.05508	6317.0	30.18	15.5	267.86	275.73	8.92232	0.0	1.1152700000000002	0.24472418054280765	11180.630000000001	0.7175925925925926	4.047380020133117	1.0	1.0	1.0	573362.0	809.3722140916143	104.854708	4.652575659	6.0	1.791759469	0.017088021	0.011947608	0.003866923
Parazenidae	239698.0	71113.0	19685.0	55505.0	0.0	0.0	1.0	8.93	3.78	2.56	0.78	3.93	32.55	16.05	0.5563862928348909	0.23551401869158875	0.048598130841121495	0.15950155763239876	546506150.0	545311884.0	4843.0	7082.0	95321.0	547026.0	45.56	73.84	43489.3	43584.5	1001.88	1969.0	62.0	867.0	862.0	1135744.0	39173.0	245323.0	88768.0	1.0	35.1624	185.0	233.0	28.14	2.0827400000000003	25618.0	6699.56	499000.0	40.79	63.38	36066.9	36145.9	913.919	4609.05	0.449876	418.0	3145.0	437.88800000000003	391.24	411962.0	46.34	69.81	33621.1	47924.5	754.5089999999999	40134.0	18.02	7.93	1323.01	1325.9	73.5055	203605.0	35.93	36.43	13379.6	13408.9	372.903	69258.0	36.5	49.4	4598.8	4608.87	126.846	68581.0	60.76	99.42	7529.65	7546.14	125.60600000000001	25881.0	37.45	65.18	1752.47	1756.31	47.4011	26023.0	45.65	81.41	2162.5	2167.23	47.6612	13638.0	36.52	67.27	895.47	897.44	24.978	19747.0	50.73	85.34	1805.21	1809.16	36.1667	13643.0	49.5	83.54	1211.27	1213.93	24.9872	18490.0	69.65	111.04	2259.82	2264.77	33.8645	590351032.0	3.60669	-0.2953636458796783	36917.799999999996	0.4930875576036867	4.557108815710352		0.0		386001.0	706.3067817260611	49.2	3.895893623	4.0	1.386294361	0.028176715	0.018623795	0.005332607
Percopsidae	171040.0	43248.0	2326.0	51063.0	1.0	0.0	0.0	6.54	2.51	2.16	0.06	2.75	21.47	11.270000000000001	0.5803016858917479	0.222715173025732	0.005323868677905944	0.191659272404614	458089168.0	456767550.0	8161.0	15180.0	149283.0	357146.0	39.32	56.52	29389.2	29474.2	779.795	2411.0	71.0	639.0	648.0	619502.0	22323.0	126922.0	45905.0	1.0	42.3712	185.0	233.0	35.57	1.35627	24773.0	5571.5	319117.0	36.01	48.75	24364.4	24434.9	696.762	3653.73	0.27787	430.0	3322.0	365.574	315.373	267829.0	38.5	49.43	21814.4	27259.9	584.779	23444.0	17.41	7.09	890.93	893.51	51.1878	186445.0	36.88	44.04	15001.1	15044.5	407.085	19033.0	26.49	24.17	1098.18	1101.35	41.5568	26688.0	41.35	64.97	2387.41	2394.32	58.2707	11483.0	34.36	46.5	853.01	855.48	25.0721	13034.0	29.65	34.18	841.02	843.46	28.4585	6459.0	34.63	55.9	482.87	484.26	14.1026	10933.0	44.76	67.52	1057.83	1060.89	23.8712	7100.0	36.99	60.31	569.18	570.82	15.5022	14498.0	58.1	89.67	1779.4	1784.55	31.655	477547047.0	2.43644	-0.5903219972461058	24960.93	0.5249184909175595	4.386755720872347		1.0		267677.0	584.3338343245872	63.2	4.146304301	2.0	0.693147181	0.010967519	0.006415587	0.001508072
Pleuronectidae	142254.0	34825.0	11865.0	31107.0	0.0	0.0	1.0	3.29	1.0	0.59	0.25	1.49	12.07	5.13	0.6413255360623782	0.19493177387914232	0.04873294346978558	0.11500974658869395	547831023.0	547831023.0	1994.0	1994.0	68839.0	245962.0	25.94	17.84	11532.3	11532.3	449.656	1273.0	58.0	1204.0	1221.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	197.0	0.0	0.0	20895.0	2746.66	229480.0	24.66	15.08	10253.1	10253.1	419.525	2225.2	0.0	346.0	1994.0	270.329	239.325	245962.0	25.94	17.84	11532.3	11532.3	449.656	13804.0	15.47	2.35	389.91	389.91	25.2358	132712.0	24.13	12.23	5844.29	5844.29	242.618	27899.0	23.27	12.83	1184.1	1184.1	51.0037	15652.0	27.79	22.27	792.34	792.34	28.6143	7400.0	24.97	15.85	336.23	336.23	13.5283	7813.0	27.33	17.49	389.1	389.1	14.2834	4165.0	25.76	14.63	195.51	195.51	7.614260000000001	7198.0	30.62	21.43	400.7	400.7	13.159	5362.0	30.82	19.08	300.63	300.63	9.80256	7475.0	35.81	29.8	485.32	485.32	13.6654	0.0	1.0253100000000002	-0.2909438800495135	10318.13	0.4250207125103562	4.010855193132862	0.0	0.0	0.0	220051.0	401.6767776219931	21.4823	3.06722934	105.0	4.65396035	0.216641624	0.184816892	0.113284581
Poeciliidae	350737.0	63802.0	24474.0	15802.0	1.0	1.0	0.0	9.36	2.07	0.56	0.51	1.4	21.11	12.549999999999999	0.7381703470031545	0.1640378548895899	0.04066985645933014	0.04416403785488959	731622281.0	664631129.0	35511.0	1574226.0	7907290.0	297635.0	31.16	34.88	12463.9	13729.7	407.161	3586.0	78.0	88.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	227.0	237.0	0.0	0.0	22855.0	5236.5	271605.0	28.57	28.2	10480.7	11545.1	371.55300000000005	3274.32	0.0	441.0	3919.0	526.664	568.283	297635.0	31.16	34.88	12463.9	13729.7	407.161	98468.0	16.98	4.6	2285.71	2517.85	134.703	68461.0	35.45	25.76	3277.67	3437.09	93.6539	27982.0	27.88	24.04	1110.48	1223.26	38.2791	33637.0	35.26	35.71	1626.91	1706.04	46.015	12214.0	27.01	23.69	451.41	504.55	16.7545	7726.0	28.58	40.49	325.85	358.94	10.5691	4880.0	26.2	25.01	173.46	191.08	6.675789999999999	5204.0	31.2	30.98	222.53	245.13	7.11902	5585.0	35.4	42.44	266.29	293.33	7.640219999999999	7857.0	47.24	57.49	493.53	543.65	10.7483	0.0	1.04807	0.32218230034015116	10572.78	0.5945049739459971	4.0203902898981765	1.0	1.0	1.0	456609.0	620.0580221908684	44.4248	3.793797872	359.0	5.883322388	0.132433289	0.116893196	0.081159574
Polymixiidae	205916.0	59014.0	16913.0	48460.0	0.0	0.0	1.0	5.59	2.53	1.47	0.43	4.93	21.33	10.02	0.5578842315369261	0.25249500998003993	0.04291417165668663	0.1467065868263473	554895936.0	553705652.0	5803.0	9571.0	139271.0	647027.0	54.43	100.48	59891.1	60019.8	1167.92	2474.0	80.0	663.0	561.0	1778389.0	57171.0	403753.0	137992.0	1.0	20.6313	188.0	230.0	18.09	3.21179	27947.0	8360.15	595285.0	49.2	92.07	50821.6	50930.8	1074.52	5784.42	0.729183	420.0	3320.0	421.934	354.469	473698.0	54.45	95.23	44345.8	55360.6	855.051	46784.0	17.67	7.22	1489.88	1493.08	84.4477	347309.0	46.07	76.91	28817.7	28879.7	626.9119999999999	37074.0	38.06	89.78	2537.94	2543.4	66.9206	60681.0	66.4	112.86	7194.86	7210.33	109.53200000000001	30195.0	57.5	103.14	3064.2	3070.78	54.5036	14272.0	54.36	124.05	1386.58	1389.56	25.7617	8906.0	48.44	100.47	760.72	762.36	16.0758	17348.0	80.14	165.38	2410.72	2415.9	31.3141	10284.0	59.64	116.16	1090.64	1092.98	18.5632	22432.0	92.51	155.02	3612.31	3620.07	40.491	624977567.0	5.08216	-0.26737538626143964	52365.55	0.469760900140647	4.706048333682331		0.0		330303.0	595.2521519278166	154.8	5.042133961	10.0	2.302585093	0.014874581	0.011012585	0.004146343
Regalecidae	180262.0	314351.0	155006.0	111258.0	0.0	0.0	1.0	5.21	12.62	3.33	3.6	2.87	32.82	24.759999999999998	0.21042003231017772	0.5096930533117933	0.14539579967689825	0.13449111470113087	656003707.0	655054759.0	6781.0	9773.0	128795.0	407748.0	57.09	92.33	33654.3	33703.0	621.567	2228.0	70.0	675.0	795.0	3751685.0	116434.0	547625.0	212431.0	1.0	36.5779	184.0	234.0	30.64	5.72728	26720.0	5202.02	386770.0	53.79	86.62	30553.3	30597.5	589.5880000000001	3896.17	0.8359989999999999	416.0	3041.0	511.98699999999997	457.42699999999996	292549.0	58.16	85.23	25014.2	35442.1	445.959	12423.0	17.5	8.88	331.37	331.85	18.9375	210450.0	53.88	80.06	17269.2	17294.3	320.808	55372.0	55.79	112.55	4699.22	4706.02	84.4085	61558.0	55.36	78.1	5166.25	5173.73	93.8384	12635.0	38.06	64.6	723.75	724.8	19.2607	6760.0	46.15	85.82	473.57	474.26	10.3049	3359.0	45.72	74.02	232.09	232.42	5.120430000000001	8787.0	77.0	121.85	1022.28	1023.76	13.3948	5762.0	56.82	89.5	492.22	492.94	8.783539999999999	9664.0	82.86	122.19	1180.59	1182.3	14.7317	712335569.0	3.0553299999999997	0.069919336651567	31590.54	0.7544180377818402	4.48505812437859	0.0	0.0	0.0	760877.0	1159.8669213007968	37.6856	3.629278059	3.0	1.098612289	0.029152045	0.018392892	0.004837963
Rondeletiidae	242913.0	71016.0	27405.0	43271.0	0.0	0.0	1.0	7.17	3.07	1.12	0.64	3.86	31.11	12.0	0.5975	0.2558333333333333	0.05333333333333334	0.09333333333333334	568597941.0	567460535.0	5112.0	7469.0	110294.0	457656.0	42.25	54.7	33054.6	33120.9	805.732	1828.0	62.0	921.0	949.0	4049897.0	168005.0	735227.0	354065.0	1.0	22.9687	140.0	204.0	16.21	7.136880000000001	26030.0	4985.16	424430.0	40.36	50.11	29511.2	29570.3	747.2360000000001	3819.53	1.29564	366.0	2439.0	432.67199999999997	360.316	339119.0	44.94	52.4	26176.0	36770.1	597.04	10819.0	15.8	6.06	300.55	301.15	19.0475	255921.0	42.56	41.2	19146.9	19185.3	450.565	35469.0	39.23	95.95	2442.19	2447.09	62.4454	44582.0	40.32	48.32	3141.89	3148.19	78.4894	25008.0	34.17	38.48	1492.36	1495.35	44.0282	14322.0	30.7	34.49	771.12	772.66	25.2148	7395.0	30.17	43.11	390.01	390.79	13.0194	12991.0	42.1	48.41	953.34	955.25	22.8715	6707.0	36.97	54.9	434.04	434.91	11.8081	11216.0	50.53	78.86	970.44	972.38	19.7465	943154868.0	2.95112	-0.22166560615138625	30042.839999999997	0.3857280617164899	4.469986869370595		0.0		384605.0	676.4094138708814	55.2847	4.012496198	2.0	0.693147181	0.012537776	0.007334129	0.001723988
Salmonidae	834881.0	627484.0	65374.0	174609.0	1.0	1.0	1.0	14.62	11.45	4.25	0.32	2.67	43.47	30.64	0.477154046997389	0.37369451697127937	0.010443864229765013	0.13870757180156656	2966890203.0	2618887853.0	57280.0	80503876.0	159038749.0	1674310.0	86.82	236.11	44868.3	50830.4	564.501	3314.0	969.0	165.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0	242.0	0.0	0.0	56614.0	41319.8	1263422.0	55.16	142.68	22387.8	25362.7	425.968	20091.8	0.0	447.0	3906.0	741.928	922.875	0.0	0.0	0.0	0.0	0.0	0.0	109391.0	16.65	4.98	613.9	695.48	36.8817	629781.0	50.4	78.7	10695.7	12117.0	212.333	70676.0	50.16	205.78	1193.5	1352.1	23.8287	145541.0	54.79	121.54	2680.29	3036.45	49.0698	60477.0	50.42	158.61	1012.62	1147.18	20.3901	42642.0	58.51	156.74	828.85	938.99	14.3769	27755.0	73.05	220.23	661.04	748.88	9.35772	62610.0	85.23	254.04	1749.88	1982.41	21.1092	39362.0	88.4	268.56	1125.08	1274.58	13.2711	75187.0	109.28	267.21	2634.17	2984.2	25.3496	0.0	2.2387799999999998	7.779018376642555	23195.03	0.7048539222452266	4.350011418509645	0.0			1702348.0	573.7819344573837	104.4784	4.648980351	221.0	5.398162702	0.051667739	0.045076592	0.030010933
Sparidae	223571.0	53101.0	12175.0	35730.0	0.0	0.0	1.0	6.0	1.96	0.95	0.25	2.12	22.55	9.16	0.6550218340611353	0.21397379912663755	0.027292576419213975	0.10371179039301309	680472139.0	678970479.0	11633.0	28198.0	280365.0	389458.0	35.24	56.99	19537.6	19580.8	572.732	3001.0	78.0	426.0	271.0	2600556.0	94458.0	452864.0	201027.0	1.0	19.5012	215.0	240.0	17.19	3.83015	26633.0	5644.04	368663.0	32.34	46.86	17155.7	17193.6	542.151	4169.7	0.666986	437.0	3680.0	432.457	441.134	315969.0	34.93	49.65	15846.2	20112.5	464.66	76382.0	17.22	5.25	1933.48	1937.75	112.32600000000001	161368.0	37.72	38.67	8940.05	8959.83	237.30599999999998	41983.0	29.6	50.6	1822.53	1826.56	61.7397	31921.0	36.09	65.42	1684.58	1688.31	46.9426	15287.0	28.22	35.08	631.65	633.04	22.4809	11998.0	30.24	54.49	528.33	529.49	17.6441	6213.0	28.52	43.57	259.24	259.82	9.13676	8147.0	42.24	90.68	501.75	502.86	11.9809	6767.0	41.48	82.65	403.8	404.7	9.95147	8597.0	61.61	113.46	749.25	750.9	12.6426	713093213.0	1.71557	0.1515458319241781	17454.66	0.4062084257206208	4.234408443169523	0.0	0.0	0.0	324577.0	476.98793440241053	74.3708	4.309063392	142.0	4.955827058	0.066636732	0.057410939	0.036502159
Stomiidae	159017.0	90751.0	14494.0	46371.0	0.0	0.0	1.0	6.03	5.76	1.95	0.6	5.04	29.01	14.339999999999998	0.4205020920502093	0.40167364016736407	0.041841004184100423	0.13598326359832638	430362827.0	429590858.0	3928.0	5368.0	86740.0	536638.0	54.26	77.68	64390.7	64506.4	1248.0	1101.0	37.0	869.0	1728.0	3845750.0	187817.0	759895.0	386541.0	1.0	28.5648	116.0	180.0	18.91	8.952119999999999	21161.0	11196.6	467693.0	46.65	64.29	49029.6	49117.7	1087.66	6419.03	1.76888	334.0	2093.0	369.412	326.255	381824.0	56.24	75.01	47835.8	65231.1	887.9630000000001	20013.0	18.57	11.72	863.48	865.03	46.5419	279977.0	45.75	51.99	29743.2	29796.6	651.109	34009.0	43.85	96.18	3454.22	3460.43	79.0907	57896.0	51.84	65.32	6918.04	6930.47	134.642	18733.0	45.36	84.91	1939.39	1942.88	43.5651	12586.0	45.93	85.25	1331.98	1334.37	29.2698	7001.0	43.08	55.87	691.41	692.65	16.2814	12833.0	56.99	76.74	1677.49	1680.51	29.8442	6946.0	59.14	90.85	943.99	945.69	16.1535	17699.0	71.91	106.12	2853.07	2858.19	41.1605	785827371.0	4.90296	-0.6828168511281733	50416.270000000004	0.49431230610134425	4.690458350139888		0.0		310633.0	721.7932881549735	72.5786	4.284670113	299.0	5.700443573	0.078541658	0.069037365	0.047224866
Stylephoridae	219764.0	110327.0	12653.0	70503.0	0.0	0.0	1.0	8.02	6.1	2.92	0.45	3.77	33.78	17.49	0.4585477415666095	0.3487707261292167	0.02572898799313894	0.1669525443110349	488488587.0	487092357.0	3373.0	4684.0	52951.0	524736.0	49.56	88.49	50372.5	50516.9	1075.28	1189.0	39.0	926.0	1583.0	2713626.0	114341.0	683341.0	271289.0	1.0	33.4826	125.0	193.0	23.04	5.57107	23721.0	7691.1	461599.0	42.17	73.96	38485.1	38595.4	945.9	3360.85	1.4029	332.0	1987.0	381.855	346.966	357667.0	52.23	85.81	36540.2	52962.3	732.924	41019.0	17.29	7.87	1451.6	1455.76	84.0553	222293.0	42.92	52.01	19520.4	19576.4	455.51800000000003	49376.0	36.43	98.18	3675.51	3686.04	101.18	62767.0	49.38	92.36	6305.91	6323.98	128.621	20608.0	41.73	95.84	1737.92	1742.9	42.2295	19140.0	40.53	81.3	1572.24	1576.75	39.2213	8934.0	39.3	76.11	708.28	710.31	18.3074	12143.0	52.3	93.26	1286.75	1290.43	24.8832	8321.0	54.67	110.85	915.54	918.17	17.0512	16998.0	72.94	129.57	2443.11	2450.11	34.832	902890062.0	3.84851	-0.4889097763365835	39617.26	0.5177619893428064	4.585292619371314		0.0		413247.0	845.9706347243687	78.8	4.366912997	1.0	0.0	0.0	0.0	0.0
Synbranchidae	165921.0	69485.0	15336.0	29484.0	1.0	1.0	0.0	5.86	3.07	0.76	0.42	1.13	20.98	10.11	0.5796241345202771	0.3036597428288823	0.04154302670623145	0.0751730959446093	539967817.0	539917842.0	7071.0	7304.0	86382.0	174908.0	24.66	16.27	7932.71	7933.45	324.505	1998.0	58.0	929.0	771.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	227.0	0.0	0.0	26380.0	2117.31	167884.0	24.12	14.08	7458.39	7459.08	311.473	1751.9	0.0	409.0	2791.0	362.48	326.173	174908.0	24.66	16.27	7932.71	7933.45	324.505	34222.0	17.29	6.05	1095.7	1095.8	63.4917	74697.0	27.94	13.91	3860.64	3860.99	138.584	17060.0	21.49	8.54	677.85	677.91	31.6512	16827.0	23.26	17.78	722.29	722.36	31.2189	11166.0	23.29	14.78	480.22	480.26	20.7161	4740.0	23.63	21.96	207.38	207.4	8.79406	2237.0	23.19	13.11	96.06	96.06	4.15028	2206.0	25.81	14.25	105.41	105.42	4.09276	2224.0	25.55	9.93	105.19	105.2	4.12616	2505.0	29.9	30.47	136.96	136.97	4.6475	0.0	0.745839	-0.3171754729601899	7487.700000000001	0.48188751191611057	3.872645088923324	1.0	1.0	1.0	280226.0	518.9679665667926	69.152565	4.236315151	24.0	3.17805383	0.045957136	0.036524005	0.01726505
Syngnathidae	68402.0	21713.0	5577.0	14624.0	0.0	1.0	1.0	4.3	2.58	1.18	0.39	1.68	14.36	8.450000000000001	0.5088757396449703	0.30532544378698223	0.04615384615384615	0.13964497041420115	314580961.0	292933957.0	25809.0	3046963.0	9665359.0	164184.0	27.59	30.66	14160.2	15206.6	522.879	3308.0	60.0	201.0	189.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0	237.0	0.0	0.0	18933.0	3435.65	156019.0	26.7	30.03	13073.1	14039.1	496.876	2645.74	0.0	439.0	3849.0	263.059	326.37	164184.0	27.59	30.66	14160.2	15206.6	522.879	56607.0	15.88	3.73	2856.96	3068.08	180.27700000000002	35207.0	27.58	18.19	3085.83	3313.86	112.124	16158.0	26.78	19.49	1373.25	1474.73	51.4586	27394.0	41.8	56.02	3621.89	3889.54	87.242	7362.0	36.14	33.73	840.21	902.3	23.4459	3853.0	29.32	28.7	358.92	385.44	12.2707	1812.0	26.18	16.44	150.48	161.6	5.7707	2715.0	40.81	40.62	350.41	376.3	8.6465	2028.0	33.5	28.12	215.19	231.09	6.4586	2883.0	39.05	34.27	354.99	381.23	9.18153	0.0	1.30731	-1.0690642386887284	13208.13	0.5884401114206129	4.1163785832390705	1.0	0.0		110316.0	350.676021998674	65.6431	4.184232492	340.0	5.828945618	0.088797537	0.078282947	0.054118206
Tetraodontidae	39919.0	31825.0	5725.0	18375.0	1.0	1.0	1.0	2.04	3.0	1.23	0.22	1.88	7.7	6.5	0.31384615384615383	0.44353741496598637	0.02993197278911565	0.18923076923076923	378032400.0	314450218.0	30260.0	858115.0	7245445.0	202751.0	46.53	77.92	23438.2	26247.8	515.906	3456.0	54.0	143.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	212.0	227.0	0.0	0.0	21907.0	7940.78	181766.0	39.75	60.37	18010.9	20169.9	462.509	4941.27	0.0	403.0	3354.0	282.35	332.925	202751.0	46.53	77.92	23438.2	26247.8	515.906	32148.0	16.07	3.57	1313.22	1470.63	81.8015	78292.0	36.82	28.25	7388.41	8422.4	199.21599999999998	16691.0	39.06	80.4	1654.32	1869.02	42.4707	16842.0	53.37	73.85	2339.24	2812.23	45.0866	7892.0	50.12	59.22	1035.29	1244.63	20.8783	9089.0	52.84	87.5	1152.12	1365.28	23.3791	2859.0	41.95	74.3	304.67	341.2	7.27481	4037.0	57.41	93.97	582.38	652.2	10.2723	4275.0	63.66	123.77	631.66	744.18	10.8779	6955.0	84.95	138.51	1437.54	1609.86	17.6972	0.0	1.80109	-0.8573907409519763	18330.839999999997	0.8441558441558441	4.255535414944344	0.5	0.5	1.0	96535.0	255.36170973704898	55.9	4.02356438	187.0	5.231108617	0.093579761	0.081275399	0.053229509
Zeidae	244867.0	102528.0	7800.0	82388.0	0.0	1.0	1.0	8.18	6.3	4.09	0.18	4.64	35.15	18.75	0.43626666666666664	0.33599999999999997	0.0096	0.21813333333333332	610433400.0	609364180.0	4642.0	6332.0	77119.0	700841.0	46.98	63.42	51316.1	51406.2	1148.92	1758.0	48.0	917.0	1023.0	1456134.0	55191.0	218771.0	109355.0	1.0	29.7102	155.0	219.0	22.92	2.3896	27317.0	7375.34	640281.0	42.11	51.66	42770.7	42845.7	1049.64	4984.0	0.35901500000000003	394.0	2723.0	453.718	419.441	0.0	0.0	0.0	0.0	0.0	0.0	91168.0	19.18	8.49	2863.97	2869.0	149.45600000000002	240596.0	44.28	39.67	17444.1	17474.8	394.42	81086.0	40.91	43.78	5405.35	5414.84	132.928	90618.0	55.81	70.97	8174.16	8188.5	148.554	25737.0	38.78	62.76	1617.52	1620.35	42.1918	25653.0	36.9	54.68	1539.5	1542.2	42.0541	16323.0	35.12	52.29	928.84	930.46	26.759	32514.0	44.57	61.38	2337.45	2341.55	53.3016	16619.0	57.2	85.14	1510.19	1512.84	27.2443	19967.0	63.47	90.99	2006.31	2009.83	32.7328	687608787.0	4.277069999999999	-0.082102846417088	43827.38999999999	0.5334281650071124	4.631146358127973	0.0	0.0	0.0	437583.0	716.8398714749226	49.2	3.895893623	6.0	1.791759469	0.036417875	0.025462662	0.008241161
